ID_POSLA,SIFRA_KO,IME_KO,OBCINA,STEVILKA_STAVBE,STEVILKA_DELA_STAVBE,PARCELNA_STEVILKA_ZA_GEOLOKACIJO,INTERNA_OZNAKA_DELA_STAVBE,EVIDENTIRANOST_DELA_STAVBE,NASELJE,ULICA,HISNA_STEVILKA,DODATEK_HS,STEVILKA_STANOVANJA_ALI_POSLOVNEGA_PROSTORA,VRSTA_DELA_STAVBE,LETO_IZGRADNJE_DELA_STAVBE,STAVBA_JE_DOKONCANA,GRADBENA_FAZA,NOVOGRADNJA,PRODANA_POVRSINA,PRODANI_DELEZ_DELA_STAVBE,PRODANA_POVRSINA_DELA_STAVBE,PRODANA_UPORABNA_POVRSINA_DELA_STAVBE,NADSTROPJE_DELA_STAVBE,STEVILO_ZUNANJIH_PARKIRNIH_MEST,ATRIJ,POVRSINA_ATRIJA,OPOMBE_O_NEPREMICNINI,DEJANSKA_RABA_DELA_STAVBE,LEGA_DELA_STAVBE_V_STAVBI,STEVILO_SOB,POVRSINA_DELA_STAVBE,UPORABNA_POVRSINA,PROSTORI_DELA_STAVBE,POGODBENA_CENA_DELA_STAVBE,STOPNJA_DDV_DELA_STAVBE,E_CENTROID,N_CENTROID,LETO,RPE_OBCINE_SIFRA
827045,1756,ČRNUČE,LJUBLJANA,2644,223,,,1,,,,,,3,2023,1,,1,12.5,1,,,,,0,,,16 - garažno parkirno mesto,,,12.5,12.5, garažni parkirni prostor,,,463977.98,107618.27,2024,61
819087,1725,AJDOVŠČINA,LJUBLJANA,596,218,,,1,,,,,,3,2023,1,,1,13.1,1/1,,,,,0,,,16 - garažno parkirno mesto,klet,,13.1,13.1, garažni parkirni prostor,,,461449.36,101847.67,2024,61
831973,1728,LJUBLJANA MESTO,LJUBLJANA,212,21,,,1,LJUBLJANA,STARI TRG,28,,,14,1876,1,,,3.8,1/1,,,,,0,,,33 - klet,nadstropje,,3.8,3.8, klet,,,461785.17,100932.76,2024,61
815666,1721,GRADIŠČE I,LJUBLJANA,345,4,,,1,LJUBLJANA,GREGORČIČEVA ULICA,3,,4,2,1709,1,,,50.8,1/4,,,,,0,,,2 - stanovanje,nadstropje,,50.8,22, bivalni prostor,,,461488.62,101015.99,2024,61
887010,1695,KARLOVŠKO PREDMESTJE,LJUBLJANA,4795,1,,,1,LJUBLJANA,ILOVŠKI ŠTRADON,23,b,1,2,2005,1,,,54.5,1/1,,,,,0,,,47 - stanovanje v dvostanovanjski stavbi,pritličje,,54.5,48.8," bivalni prostor | klet | shramba, sušilnica, pralnica",,,462416.22,99062.59,2024,61
885836,1723,VIČ,LJUBLJANA,2577,2,,,1,LJUBLJANA,ABRAMOVA ULICA,11,,2,2,1936,1,,,77.1,1/1,,,,,0,,,47 - stanovanje v dvostanovanjski stavbi,nadstropje,,77.1,66.9, bivalni prostor | klet,,,459177.96,100627.03,2024,61
811603,1725,AJDOVŠČINA,LJUBLJANA,204,11,,,1,LJUBLJANA,TIVOLSKA CESTA,40,,11,2,1938,1,,,86.8,1/1,,,,,0,,,2 - stanovanje,nadstropje,,86.8,78.9," bivalni prostor | klet | odprta terasa, balkon, loža",,,461519.57,102051.17,2024,61
824579,1723,VIČ,LJUBLJANA,5527,87,,,1,,,,,,3,2023,1,,1,12.5,25/10000,,,,,0,,,16 - garažno parkirno mesto,klet,,12.5,12.5, garažni parkirni prostor,,,459930.94,100989.11,2024,61
876245,2682,BRDO,LJUBLJANA,685,18,,,1,,,,,,14,2023,1,,1,5.4,1/1,,,,,0,,,33 - klet,klet,,5.4,5.4, klet,,,458109.77,101288.68,2024,61
829414,1725,AJDOVŠČINA,LJUBLJANA,247,26,,,1,LJUBLJANA,SLOVENSKA CESTA,54,,,14,1970,1,,,8.3,1/1,,,,,0,,,37 - skupni komunikacijski prostor,klet,,8.3,8.2, skupni komunikacijski prostor,,,461753.67,101932.34,2024,61
